#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
881-4	33896-33903	severno	ADV	ADV	_	_	severno	_	_	_	ENG30-00244043-b	1	ENG30-00244043-b	U ovom kontekstu, 'severno' označava oblast koja se nalazi u pravcu severa u odnosu na arktički krug, što odgovara značenju 'u severnom pravcu'.	
881-5	33904-33906	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
881-6	33907-33916	arktičkog	A	ADJ	_	_	arktički	1[1180]	arktički krug[1180]	NID[1180]	ENG30-08496798-n[2260]	1[2260]	ENG30-08496798-n[2260]	U ovom kontekstu, 'arktički krug' se odnosi na geografsku liniju koja označava najseverniju tačku gde se sunce može videti tokom najduže noći, što odgovara ponuđenom značenju.[2260]	
881-7	33917-33922	kruga	N	NOUN	_	_	krug	1[1180]	arktički krug[1180]	NID[1180]	ENG30-08496798-n[2260]	1[2260]	ENG30-08496798-n[2260]	U ovom kontekstu, 'arktički krug' se odnosi na geografsku liniju koja označava najseverniju tačku gde se sunce može videti tokom najduže noći, što odgovara ponuđenom značenju.[2260]	
881-8	33922-33923	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Svoje sadašnje ime dobila je 1994. godine, kada je Evropska asocijacija proizvođača računara (ECMA) promenila ime kako bi odražavala globalni domet i aktivnosti organizacije.
882-1	33923-33928	Svoje	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
882-2	33929-33937	sadašnje	A	ADJ	_	_	sadašnji	_	_	_	ENG30-01731351-a	1	ENG30-01731351-a	U ovom kontekstu, 'sadašnje' ime se odnosi na ime koje organizacija ima u trenutku govora, tj. u sadašnjem vremenu, što odgovara značenju 'koji se dešava ili postoji u sadašnjem trenutku'.	
882-3	33938-33941	ime	N	NOUN	_	_	ime	1	*	LVC.full	CVMWE-0057[2261]	1[2261]	CVMWE-0057[2261]	U ovom kontekstu, 'dobiti ime' znači da je organizacija nazvana novim imenom, što odgovara značenju 'biti nazvan (po nekome ili nečemu)'.[2261]	
882-4	33942-33948	dobila	V	VERB	_	_	dobiti	1	dobiti ime	LVC.full	CVMWE-0057[2261]	1[2261]	CVMWE-0057[2261]	U ovom kontekstu, 'dobiti ime' znači da je organizacija nazvana novim imenom, što odgovara značenju 'biti nazvan (po nekome ili nečemu)'.[2261]	
882-5	33949-33951	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
882-6	33952-33957	1994.	A	ADJ	_	_	1994.	_	_	_	_	_	_	_	
882-7	33958-33964	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, '1994. godine' označava kalendarsku godinu po Gregorijanskom kalendaru, što najpreciznije odgovara ovom značenju.	
882-8	33964-33965	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
882-9	33966-33970	kada	CONJ	SCONJ	_	_	kada	_	_	_	_	_	_	_	
882-10	33971-33973	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
882-11	33974-33982	Evropska	A	ADJ	http://www.wikidata.org/entity/Q837335[346]	ORG[346]	evropski	_	_	_	ENG30-02968325-a	1	ENG30-02968325-a	U ovom kontekstu, 'Evropska' označava da se asocijacija odnosi na Evropu ili je karakteristična za Evropu, što je u skladu sa ponuđenim značenjem.	
882-12	33983-33994	asocijacija	N	NOUN	http://www.wikidata.org/entity/Q837335[346]	ORG[346]	asocijacija	_	_	_	ENG30-08049401-n	3	ENG30-08049401-n;ENG30-13782769-n;ENG30-14421139-n	U ovom kontekstu, 'asocijacija' se odnosi na formalnu organizaciju proizvođača računara, što odgovara značenju formalne organizacije ljudi.	
882-13	33995-34006	proizvođača	N	NOUN	http://www.wikidata.org/entity/Q837335[346]	ORG[346]	proizvođač	_	_	_	ENG30-08060446-n	2	ENG30-08060446-n;ENG30-10292316-n	U ovom kontekstu, 'proizvođača' se odnosi na preduzeća koja proizvode računare, a ne na pojedince, što najpreciznije odgovara značenju preduzeća koje se bavi proizvodnjom nekog proizvoda.	
882-14	34007-34015	računara	N	NOUN	http://www.wikidata.org/entity/Q837335[346]	ORG[346]	računar	_	_	_	ENG30-03082979-n	1	ENG30-03082979-n	U ovom kontekstu, 'računara' se odnosi na elektronske mašine koje automatski obavljaju računanje, što je u skladu sa datim značenjem.	
882-15	34016-34017	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
882-16	34017-34021	ECMA	ABB	X	http://www.wikidata.org/entity/Q837335	ORG	ECMA	_	_	_	_	_	_	_	
882-17	34021-34022	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
882-18	34023-34032	promenila	V	VERB	_	_	promeniti	_	_	_	ENG30-00169806-v	6	ENG30-00114837-v;ENG30-00161225-v;ENG30-00169806-v;ENG30-00203081-v;ENG30-01866872-v;ENG30-02626934-v	U ovom kontekstu, 'promeniti' znači izvršiti izmenu imena organizacije, što se najpreciznije poklapa sa značenjem 'načiniti izmene'.	
882-19	34033-34036	ime	N	NOUN	_	_	ime	_	_	_	ENG30-06333653-n	3	ENG30-06333653-n;ENG30-06337307-n;ENG30-10344443-n	U ovom kontekstu, 'ime' se odnosi na jezičku jedinicu po kojoj je organizacija poznata, što odgovara prvom značenju sa liste.	
882-20	34037-34041	kako	CONJ	SCONJ	_	_	kako	_	_	_	_	_	_	_	
882-21	34042-34044	bi	V	AUX	_	_	biti	_	_	_	_	_	_	_	
882-22	34045-34055	odražavala	V	VERB	_	_	odražavati	_	_	_	ENG30-00821765-v	1	ENG30-00821765-v	U ovom kontekstu, 'odražavati' znači pokazivati ili predstavljati globalni domet i aktivnosti organizacije, što odgovara značenju 'dati dokaz o određenom ponašanju'.	
882-23	34056-34064	globalni	A	ADJ	_	_	globalan	_	_	_	ENG30-01568684-a	1	ENG30-01568684-a	U ovom kontekstu, 'globalni' se odnosi na domet i aktivnosti koji obuhvataju celu zemlju ili svet, što odgovara značenju koje nije ograničeno lokalno ili provincijski.	
882-24	34065-34070	domet	N	NOUN	_	_	domet	_	_	_	ENG30-08628921-n	1	ENG30-08628921-n	U ovom kontekstu, 'domet' se odnosi na granice ili opseg aktivnosti i uticaja organizacije, što odgovara značenju 'granice unutar kojih nešto može biti efikasno'.	
882-25	34071-34072	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
882-26	34073-34083	aktivnosti	N	NOUN	_	_	aktivnost	_	_	_	ENG30-00407535-n	2	ENG30-00407535-n;ENG30-14006945-n	U ovom kontekstu, 'aktivnosti' se odnosi na posebne radnje ili delatnosti koje organizacija sprovodi, što odgovara značenju 'bilo koji poseban čin'.	
882-27	34084-34096	organizacije	N	NOUN	_	_	organizacija	_	_	_	ENG30-08008335-n	7	ENG30-01008378-n;ENG30-01081628-n;ENG30-01136519-n;ENG30-04768657-n;ENG30-05726596-n;ENG30-05902872-n;ENG30-08008335-n	U ovom kontekstu, 'organizacija' se odnosi na ECMA, što je grupa ljudi koji rade zajedno, odnosno formalno udruženje ili institucija.	
882-28	34096-34097	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Osnovan je u XI veku i opisan kao „ključ do Engleske“ zbog svog odbrambenog značaja kroz istoriju.
883-1	34097-34104	Osnovan	V	VERB	_	_	osnovati	_	_	_	ENG30-02427103-v	4	ENG30-00636888-v;ENG30-01647672-v;ENG30-02427103-v;ENG30-02448185-v	U ovom kontekstu, 'osnovan' se odnosi na uspostavljanje ili osnivanje nečega (verovatno grada, tvrđave ili institucije) u XI veku, što najpreciznije odgovara značenju 'uspostaviti ili osnovati'.	
883-2	34105-34107	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
883-3	34108-34109	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
883-4	34110-34112	XI	RN	NUM	_	_	XI	_	_	_	_	_	_	_	
883-5	34113-34117	veku	N	NOUN	_	_	vek	_	_	_	ENG30-15205532-n	3	ENG30-15140744-n;ENG30-15140892-n;ENG30-15205532-n	U ovom kontekstu, 'vek' se odnosi na period od sto godina, konkretno na XI vek, što znači period od 1000. do 1099. godine.	
883-6	34118-34119	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
883-7	34120-34126	opisan	V	VERB	_	_	opisati	_	_	_	ENG30-00965035-v	4	ENG30-00652346-v;ENG30-00965035-v;ENG30-00987071-v;ENG30-01582645-v	U ovom kontekstu, 'opisan' znači da je neko rečima dao izveštaj ili predstavu o značaju objekta, što odgovara ovom značenju.	
883-8	34127-34130	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
883-9	34131-34132	„	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
883-10	34132-34137	ključ	N	NOUN	_	_	ključ	_	_	_	ENG30-06424869-n	4	ENG30-03613294-n;ENG30-06424869-n;ENG30-06492188-n;ENG30-06863751-n	U ovom kontekstu, 'ključ' se koristi metaforički za nešto što omogućava pristup ili kontrolu nad nečim važnim, što odgovara značenju uređaja ili sredstva koje daje pravo na pristup.	
883-11	34138-34140	do	PREP	ADP	_	_	do	_	_	_	_	_	_	_	
883-12	34141-34149	Engleske	N	PROPN	http://www.wikidata.org/entity/Q21	LOC	Engleska	_	_	_	_	_	_	_	
883-13	34149-34150	“	PUNCT	PUNCT	_	_	"	_	_	_	_	_	_	_	
883-14	34151-34155	zbog	PREP	ADP	_	_	zbog	_	_	_	_	_	_	_	
883-15	34156-34160	svog	PRO	DET	_	_	svoj	_	_	_	_	_	_	_	
883-16	34161-34172	odbrambenog	A	ADJ	_	_	odbramben	_	_	_	ENG30-01826198-a	1	ENG30-01826198-a	U ovom kontekstu, 'odbrambeni' opisuje značaj objekta koji je služio za odbranu ili zaštitu, što se poklapa sa datim značenjem.	
883-17	34173-34180	značaja	N	NOUN	_	_	značaj	_	_	_	ENG30-05169813-n	2	ENG30-05169813-n;ENG30-07294019-n	U ovom kontekstu, 'značaj' se odnosi na važnost ili vrednost objekta (utvrđenja) u istorijskom i odbrambenom smislu, što odgovara značenju kvaliteta nečega što je značajno.	
883-18	34181-34185	kroz	PREP	ADP	_	_	kroz	_	_	_	_	_	_	_	
883-19	34186-34194	istoriju	N	NOUN	_	_	istorija	_	_	_	ENG30-15121406-n	5	ENG30-06155567-n;ENG30-06156752-n;ENG30-06514093-n;ENG30-15121406-n;ENG30-15123996-n	U ovom kontekstu, 'istorija' se odnosi na ukupnost prošlih događaja vezanih za odbrambeni značaj objekta, a ne na disciplinu, zabelešku ili skup znanja.	
883-20	34194-34195	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Merkur se može posmatrati u kratkom periodu tokom jutarnjeg ili večernjeg sumraka.
884-1	34195-34201	Merkur	N	PROPN	http://www.wikidata.org/entity/Q308	LOC	Merkur	_	_	_	_	_	_	_	
884-2	34202-34204	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
884-3	34205-34209	može	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'moći' znači imati mogućnost ili biti u stanju da se nešto uradi, što se razlikuje od ponuđenog značenja 'istrajati ili uspevati'.	
884-4	34210-34220	posmatrati	V	VERB	_	_	posmatrati	_	_	_	ENG30-02150948-v	8	ENG30-00033599-v;ENG30-00703875-v;ENG30-02118933-v;ENG30-02128653-v;ENG30-02150510-v;ENG30-02150948-v;ENG30-02169352-v;ENG30-02198602-v	U ovom kontekstu, 'posmatrati' znači videti ili posmatrati Merkur na nebu, što najpreciznije odgovara značenju 'videti ili posmatrati'.	
884-5	34221-34222	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
884-6	34223-34230	kratkom	A	ADJ	_	_	kratak	_	_	_	ENG30-01442186-a	8	ENG30-00546299-a;ENG30-00547166-a;ENG30-00547641-a;ENG30-01436003-a;ENG30-01442186-a;ENG30-01442826-a;ENG30-01444230-a;ENG30-01649031-a	U ovom kontekstu, 'kratak' se odnosi na vremenski period tokom kojeg je Merkur vidljiv, što znači da je taj period ograničenog trajanja.	
884-7	34231-34238	periodu	N	NOUN	_	_	period	_	_	_	ENG30-15246353-n	4	ENG30-15113229-n;ENG30-15134340-n;ENG30-15246353-n;ENG30-15289779-n	U ovom kontekstu, 'period' označava neodređeno, ali kratko vreme tokom kojeg je Merkur vidljiv, što odgovara značenju 'period neodređene dužine (obično kratko) obeležen nekom radnjom ili stanjem'.	
884-8	34239-34244	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	
884-9	34245-34254	jutarnjeg	A	ADJ	_	_	jutarnji	_	_	_	ENG30-00135972-a	1	ENG30-00135972-a	U ovom kontekstu, 'jutarnji' se odnosi na deo dana pre podneva, što odgovara značenju 'prepodnevni'.	
884-10	34255-34258	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
884-11	34259-34268	večernjeg	A	ADJ	_	_	večernji	_	_	_	BILI-00000212	1	BILI-00000212	U ovom kontekstu, 'večernji' opisuje sumrak koji se dešava uveče, što se precizno poklapa sa značenjem 'koji se odnosi na veče, koji se dešava u toku večeri'.	
884-12	34269-34276	sumraka	N	NOUN	_	_	sumrak	_	_	_	ENG30-11515935-n	2	ENG30-11515935-n;ENG30-15169248-n	U ovom kontekstu, 'sumrak' označava difuzno svetlo koje je prisutno kada je sunce ispod horizonta, što omogućava posmatranje Merkura, i to može biti i ujutru i uveče.	
884-13	34276-34277	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Ovaj biogeohemijski ciklus opisuje kretanje kiseonika unutar i između njegova tri glavna rezervoara na Zemlji: atmosfere, biosfere i litosfere.
885-1	34277-34281	Ovaj	PRO	DET	_	_	ovaj	_	_	_	_	_	_	_	
885-2	34282-34296	biogeohemijski	A	ADJ	_	_	biogeohemijski	_	_	_	CVDf-108/0	1	CVDf-108/0	U ovom kontekstu, 'biogeohemijski' opisuje ciklus koji uključuje biološke, hemijske i geološke procese u kretanju kiseonika kroz različite rezervoare na Zemlji, što odgovara ponuđenom značenju.	
885-3	34297-34303	ciklus	N	NOUN	_	_	ciklus	_	_	_	ENG30-07342495-n	4	ENG30-07341038-n;ENG30-07342495-n;ENG30-08377332-n;ENG30-15287830-n	U ovom kontekstu, 'ciklus' se odnosi na periodično ponovljeni niz događaja, odnosno na kruženje kiseonika kroz različite rezervoare na Zemlji.	
885-4	34304-34311	opisuje	V	VERB	_	_	opisivati	_	_	_	DRJ0-209454/0	1	DRJ0-209454/0	U ovom kontekstu, 'opisuje' znači 'daje prikaz' ili 'prikazuje', što odgovara nesvršenom glagolu prema 'opisati', pa je ponuđeno značenje primenjivo.	
885-5	34312-34320	kretanje	N	NOUN	_	_	kretanje	1[1181]	kretanje kiseonika[1181]	NID[1181]	LLM-0100[2262]	1[2262]	LLM-0100[2262]	U ovom kontekstu, 'kretanje kiseonika' se odnosi na proces transporta kiseonika između različitih rezervoara na Zemlji, što odgovara opisu datom u značenju LLM-0100.[2262]	
885-6	34321-34330	kiseonika	N	NOUN	_	_	kiseonik	1[1181]	kretanje kiseonika[1181]	NID[1181]	LLM-0100[2262]	1[2262]	LLM-0100[2262]	U ovom kontekstu, 'kretanje kiseonika' se odnosi na proces transporta kiseonika između različitih rezervoara na Zemlji, što odgovara opisu datom u značenju LLM-0100.[2262]	
885-7	34331-34337	unutar	PREP	ADP	_	_	unutar	_	_	_	_	_	_	_	
885-8	34338-34339	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
885-9	34340-34346	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
885-10	34347-34354	njegova	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	
885-11	34355-34358	tri	NUM	NUM	_	_	tri	_	_	_	_	_	_	_	
885-12	34359-34365	glavna	A	ADJ	_	_	glavni	_	_	_	ENG30-01852548-a	6	ENG30-00730215-a;ENG30-01012990-a;ENG30-01277426-a;ENG30-01472628-a;ENG30-01852174-a;ENG30-01852548-a	U ovom kontekstu, 'glavna' se odnosi na rezervoare koji su od primarnog značaja za kretanje kiseonika, što najpreciznije odgovara značenju 'koji je od primarnog značaja'.	
885-13	34366-34376	rezervoara	N	NOUN	_	_	rezervoar	_	_	_	ENG30-13776854-n	1	ENG30-13776854-n	U ovom kontekstu, 'rezervoar' se odnosi na velike zalihe kiseonika u različitim delovima Zemlje (atmosfera, biosfera, litosfera), što odgovara ponuđenom značenju.	
885-14	34377-34379	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
885-15	34380-34386	Zemlji	N	PROPN	http://www.wikidata.org/entity/Q2	LOC	Zemlja	_	_	_	_	_	_	_	
885-16	34386-34387	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
885-17	34388-34397	atmosfere	N	NOUN	_	_	atmosfera	_	_	_	ENG30-08499057-n	3	ENG30-04727214-n;ENG30-08499057-n;ENG30-09210604-n	U ovom kontekstu, 'atmosfera' se odnosi na masu vazduha koja okružuje Zemlju, što je jedno od glavnih skladišta kiseonika u biogeohemijskom ciklusu.	
885-18	34397-34398	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
885-19	34399-34407	biosfere	N	NOUN	_	_	biosfera	_	_	_	ENG30-08499504-n	1	ENG30-08499504-n	U ovom kontekstu, 'biosfera' se odnosi na deo Zemlje gde postoje živi organizmi, što odgovara ponuđenom značenju.	
885-20	34408-34409	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
885-21	34410-34419	litosfere	N	NOUN	_	_	litosfera	_	_	_	ENG30-09339810-n	1	ENG30-09339810-n	U ovom kontekstu, 'litosfera' se odnosi na tvrdi omotač Zemlje, što je u skladu sa ponuđenim značenjem.	
885-22	34419-34420	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Mnoga važna svojstva fizičkih sistema mogu se matematički predstaviti kao matrični problemi.
886-1	34420-34425	Mnoga	A	ADJ	_	_	mnogi	_	_	_	ENG30-01551633-a	1	ENG30-01551633-a	U ovom kontekstu, 'mnoga' označava veliki, ali neodređeni broj važnih svojstava, što se precizno poklapa sa datim značenjem.	
886-2	34426-34431	važna	A	ADJ	_	_	važan	_	_	_	ENG30-01275562-a	4	ENG30-00655779-a;ENG30-01275562-a;ENG30-01467919-a;ENG30-01830403-a	U ovom kontekstu, 'važna' opisuje svojstva koja su od velikog značaja ili važnosti za fizičke sisteme, što se najbolje poklapa sa ovim značenjem.	
886-3	34432-34440	svojstva	N	NOUN	_	_	svojstvo	_	_	_	ENG30-04916342-n	3	ENG30-04916342-n;ENG30-04917870-n;ENG30-05849040-n	U ovom kontekstu, 'svojstva' se odnose na osnovne ili suštinske atribute fizičkih sistema koji se mogu matematički predstaviti, što odgovara ovom značenju.	
886-4	34441-34449	fizičkih	A	ADJ	_	_	fizički	2[1182]	fizički sistem[1182]	NID[1182]	CVMWE-0095[2263]	1[2263]	CVMWE-0095[2263]	U ovom kontekstu, 'fizički sistem' se odnosi na skup fizičkih objekata koji se proučavaju zajedno i među kojima postoji fizička interakcija, što odgovara ponuđenom značenju.[2263]	
886-5	34450-34457	sistema	N	NOUN	_	_	sistem	2[1182]	fizički sistem[1182]	NID[1182]	CVMWE-0095[2263]	1[2263]	CVMWE-0095[2263]	U ovom kontekstu, 'fizički sistem' se odnosi na skup fizičkih objekata koji se proučavaju zajedno i među kojima postoji fizička interakcija, što odgovara ponuđenom značenju.[2263]	
886-6	34458-34462	mogu	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'moći' označava mogućnost ili sposobnost da se nešto uradi, a ne istrajavanje ili uspevanje, tako da ponuđeno značenje nije odgovarajuće.	
886-7	34463-34465	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0333[2264]	1[2264]	CVMWE-0333[2264]	U ovom kontekstu, 'predstaviti se' znači da se svojstva fizičkih sistema mogu prikazati ili pokazati u matematičkom obliku, što odgovara ponuđenom značenju.[2264]	
886-8	34466-34477	matematički	ADV	ADV	_	_	matematički	_	_	_	ENG30-00064829-b	1	ENG30-00064829-b	U ovom kontekstu, 'matematički' znači 'u pogledu matematike', jer se svojstva fizičkih sistema predstavljaju na način koji se odnosi na matematiku.	
886-9	34478-34489	predstaviti	V	VERB	_	_	predstaviti	1	predstaviti se	IRV	CVMWE-0333[2264]	1[2264]	CVMWE-0333[2264]	U ovom kontekstu, 'predstaviti se' znači da se svojstva fizičkih sistema mogu prikazati ili pokazati u matematičkom obliku, što odgovara ponuđenom značenju.[2264]	
886-10	34490-34493	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
886-11	34494-34502	matrični	A	ADJ	_	_	matrični	_	_	_	DRJ0-201263/0	1	DRJ0-201263/0	Nijedno ponuđeno značenje ne odgovara jer se 'matrični' u ovom kontekstu odnosi na probleme koji se izražavaju ili rešavaju pomoću matematičkih matrica, a ne na uređaj za štampanje.	
886-12	34503-34511	problemi	N	NOUN	_	_	problem	_	_	_	ENG30-06784003-n	4	ENG30-05687338-n;ENG30-05814650-n;ENG30-06784003-n;ENG30-14410605-n	U ovom kontekstu, 'problemi' se odnosi na matematičke zadatke ili pitanja koja se razmatraju ili rešavaju, što odgovara značenju 'pitanje postavljeno radi razmatranja ili rešenja'.	
886-13	34511-34512	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Specijacija je proces u kojem se vrsta deli u dve ili više vrsta potomaka.
887-1	34512-34523	Specijacija	N	PROPN	_	_	specijacija	_	_	_	_	_	_	_	
887-2	34524-34526	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
887-3	34527-34533	proces	N	NOUN	_	_	proces	_	_	_	ENG30-00029677-n	4	ENG30-00029677-n;ENG30-01023820-n;ENG30-01182654-n;ENG30-01195867-n	U ovom kontekstu, 'proces' označava fenomen koji se odvija kroz postepene promene, što odgovara načinu na koji se specijacija dešava u prirodi.	
887-4	34534-34535	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
887-5	34536-34541	kojem	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
887-6	34542-34544	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0047[2265]	1[2265]	CVMWE-0047[2265]	U ovom kontekstu, 'deliti se' znači da se jedna vrsta razdvaja na više novih vrsta, što odgovara značenju 'granati se, razdvajati se'.[2265]	
887-7	34545-34550	vrsta	N	NOUN	_	_	vrsta	_	_	_	ENG30-08110373-n	3	ENG30-05839024-n;ENG30-07997703-n;ENG30-08110373-n	U ovom kontekstu, 'vrsta' se odnosi na biološku klasifikacionu grupu čiji članovi mogu da se razmnožavaju između sebe, što je centralno za proces specijacije.	
887-8	34551-34555	deli	V	VERB	_	_	deliti	1	deliti se	IRV	CVMWE-0047[2265]	1[2265]	CVMWE-0047[2265]	U ovom kontekstu, 'deliti se' znači da se jedna vrsta razdvaja na više novih vrsta, što odgovara značenju 'granati se, razdvajati se'.[2265]	
887-9	34556-34557	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
887-10	34558-34561	dve	NUM	NUM	_	_	dva	_	_	_	_	_	_	_	
887-11	34562-34565	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
887-12	34566-34570	više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U ovom kontekstu, 'više' označava komparativ od 'mnogo', odnosno da se vrsta deli u dve ili u većem broju (više) vrsta potomaka, što odgovara ponuđenom značenju.	
887-13	34571-34576	vrsta	N	NOUN	_	_	vrsta	_	_	_	ENG30-08110373-n	3	ENG30-05839024-n;ENG30-07997703-n;ENG30-08110373-n	U kontekstu biologije, 'vrsta' se odnosi na grupu organizama koji mogu međusobno da se razmnožavaju, što je precizno značenje ovog termina u rečenici o specijaciji.	
887-14	34577-34585	potomaka	N	NOUN	_	_	potomak	_	_	_	ENG30-10006511-n	2	ENG30-09398217-n;ENG30-10006511-n	U ovom kontekstu, 'potomak' se odnosi na novu vrstu koja nastaje iz postojeće vrste, što je proširena upotreba značenja 'osoba koja potiče od nekog pretka', ali se ovde odnosi na biološke entitete, ne nužno ljude.	
887-15	34585-34586	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=To je jaka kiselina koja se gotovo u potpunosti rastvara u vodi.
888-1	34586-34588	To	PRO	DET	_	_	taj	_	_	_	_	_	_	_	
888-2	34589-34591	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
888-3	34592-34596	jaka	A	ADJ	_	_	jak	_	_	_	ENG30-01512275-a	9	ENG30-00803275-a;ENG30-00835158-a;ENG30-01068609-a;ENG30-01158974-a;ENG30-01509527-a;ENG30-01512275-a;ENG30-01824244-a;ENG30-01961786-a;ENG30-02321009-a	U ovom kontekstu, 'jaka kiselina' označava kiselinu sa visokim stepenom ili intenzitetom disocijacije u vodi, što odgovara značenju 'karakteriše ga visok stepen ili intenzitet'.	
888-4	34597-34605	kiselina	N	NOUN	_	_	kiselina	_	_	_	ENG30-14607521-n	1	ENG30-14607521-n	U kontekstu se govori o hemijskoj supstanci koja se rastvara u vodi, što odgovara definiciji kiseline kao jedinjenja koje se rastvara u vodi i ima karakteristična svojstva.	
888-5	34606-34610	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
888-6	34611-34613	se	PAR	PART	_	_	se	2	*	IRV	CVMWE-0376[2266]	2[2266]	CVMWE-0376;ENG30-00446329-v[2266]	U ovom kontekstu, 'rastvarati se' znači da se kiselina meša sa vodom i formira rastvor, što odgovara značenju pomešati se sa drugom, obično tečnom, materijom čineći rastvor.[2266]	
888-7	34614-34620	gotovo	ADV	ADV	_	_	gotovo	_	_	_	ENG30-00018781-b	2	ENG30-00018781-b;ENG30-00160659-b	U ovom kontekstu, 'gotovo' znači 'do određene mere', odnosno kiselina se ne rastvara potpuno, ali je vrlo blizu tome, što odgovara ovom značenju.	
